district_code,district_name_english,district_name_french,party,candidate_last,candidate_first,candidate_middle
48018,Edmonton--Strathcona,Edmonton--Strathcona,Green,Wakefield,Cameron,
48019,Lethbridge,Lethbridge,Conservative,Casson,Rick,
48019,Lethbridge,Lethbridge,Liberal,Cormican,Michael,
48019,Lethbridge,Lethbridge,Independent,Forsyth,Howard,
48019,Lethbridge,Lethbridge,Green,Sheridan,Andrea,
48019,Lethbridge,Lethbridge,Christian Heritage,Slingerland,Marc,
48019,Lethbridge,Lethbridge,NDP,Thomas,Melanee,
48020,Macleod,Macleod,Green,Ashmore,Larry,
48020,Macleod,Macleod,Liberal,Kennedy,Bernie,
48020,Macleod,Macleod,Conservative,Menzies,Ted,
48020,Macleod,Macleod,NDP,Thomas,Joyce,
48020,Macleod,Macleod,Canadian Action Party,Whelan Costen,Catherine,
48020,Macleod,Macleod,Independent,Wolf Child,Myron,
48021,Medicine Hat,Medicine Hat,Liberal,Botter,Bev,
48021,Medicine Hat,Medicine Hat,Green,Dodd,Kevin,
48021,Medicine Hat,Medicine Hat,NDP,Regehr,Wally,
48021,Medicine Hat,Medicine Hat,Conservative,Solberg,Monte,
48022,Peace River,Peace River,Independent,Given,Bill,
48022,Peace River,Peace River,Liberal,Kappo,Tanya Mary,
48022,Peace River,Peace River,Green,Lewis,Zane,
48022,Peace River,Peace River,NDP,Thompson,Susan,
48022,Peace River,Peace River,Conservative,Warkentin,Chris,
48023,Red Deer,Red Deer,NDP,Bickford,Kelly,
48023,Red Deer,Red Deer,Liberal,Kurata,Luke,
48023,Red Deer,Red Deer,Conservative,Mills,Bob,
48023,Red Deer,Red Deer,Green,Waldo,Tanner Wade,
48024,Vegreville--Wainwright,Vegreville--Wainwright,Conservative,Benoit,Leon,
48024,Vegreville--Wainwright,Vegreville--Wainwright,Western Block Party,Kratchmer,Robert Peter,
48024,Vegreville--Wainwright,Vegreville--Wainwright,NDP,Legault,Len,
48024,Vegreville--Wainwright,Vegreville--Wainwright,Green,Rozmahel,Brian,
48024,Vegreville--Wainwright,Vegreville--Wainwright,Christian Heritage,Stephan,Blaine William,
48024,Vegreville--Wainwright,Vegreville--Wainwright,Liberal,Stewart,Duff,
48025,Westlock--St. Paul,Westlock--St. Paul,Green,De Smet,Richard,
48025,Westlock--St. Paul,Westlock--St. Paul,Independent,Gisler,Werner,
48025,Westlock--St. Paul,Westlock--St. Paul,Liberal,Ollikka,Cory,
48025,Westlock--St. Paul,Westlock--St. Paul,NDP,Opryshko,Peter,
48025,Westlock--St. Paul,Westlock--St. Paul,Independent,Schultz,Clarence,
48025,Westlock--St. Paul,Westlock--St. Paul,Conservative,Storseth,Brian,
48026,Wetaskiwin,Wetaskiwin,Conservative,Calkins,Blaine,
48026,Wetaskiwin,Wetaskiwin,Liberal,Crossley,Peter,
48026,Wetaskiwin,Wetaskiwin,NDP,Graves,Jim,
48026,Wetaskiwin,Wetaskiwin,Green,Lampman,Tom,
48027,Wild Rose,Wild Rose,Green,Maw,Sean,
48027,Wild Rose,Wild Rose,NDP,Nelles,Shannon,
48027,Wild Rose,Wild Rose,Liberal,Stewart,Judy,
48027,Wild Rose,Wild Rose,Conservative,Thompson,Myron,
48028,Yellowhead,Yellowhead,NDP,Lapierre,Noel,
48028,Yellowhead,Yellowhead,Liberal,Love,Nancy,
48028,Yellowhead,Yellowhead,Conservative,Merrifield,Rob,
48028,Yellowhead,Yellowhead,Green,Schaefer,Monika,
48028,Yellowhead,Yellowhead,Christian Heritage,Wierenga,John Marvin,
59001,Abbotsford,Abbotsford,Green,Ashley-Pryce,Stephanie,
59001,Abbotsford,Abbotsford,Conservative,Fast,Ed,
59001,Abbotsford,Abbotsford,Marijuana Party,Felger,Tim,
59001,Abbotsford,Abbotsford,Canadian Action Party,Gebert,Richard,
59001,Abbotsford,Abbotsford,NDP,Hansen-Carlson,Jeffrey,
59001,Abbotsford,Abbotsford,Marxist-Leninist,MacKay,David S.,
59001,Abbotsford,Abbotsford,Liberal,Oliver,David,
59002,Burnaby--Douglas,Burnaby--Douglas,Liberal,Cunningham,Bill,
59002,Burnaby--Douglas,Burnaby--Douglas,Conservative,Drazenovic,George,
59002,Burnaby--Douglas,Burnaby--Douglas,Communist,Gidora,Timothy George,
59002,Burnaby--Douglas,Burnaby--Douglas,Green,Power,Ray,
59002,Burnaby--Douglas,Burnaby--Douglas,NDP,Siksay,Bill,
59003,Burnaby--New Westminster,Burnaby--New Westminster,Conservative,Dalton,Marc,
59003,Burnaby--New Westminster,Burnaby--New Westminster,Green,Janzen,Scott Henry,
59003,Burnaby--New Westminster,Burnaby--New Westminster,NDP,Julian,Peter,
59003,Burnaby--New Westminster,Burnaby--New Westminster,Liberal,Pynenburg,Mary,
59004,Cariboo--Prince George,Cariboo--Prince George,Green,Bracewell,Alex,
59004,Cariboo--Prince George,Cariboo--Prince George,Marxist-Leninist,Chapman,Carol Lee,
59004,Cariboo--Prince George,Cariboo--Prince George,Canadian Action Party,Collins,Bev,
59004,Cariboo--Prince George,Cariboo--Prince George,Conservative,Harris,Dick,
59004,Cariboo--Prince George,Cariboo--Prince George,Christian Heritage,Kempling,Christopher S. M.,
59004,Cariboo--Prince George,Cariboo--Prince George,First Peoples National,Roberts,Don,
59004,Cariboo--Prince George,Cariboo--Prince George,NDP,Trudeau,Alfred Julian,
59004,Cariboo--Prince George,Cariboo--Prince George,Liberal,Yu,Simon,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Green,Baye,Ed,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Christian Heritage,Gray,Ron,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,NDP,James,Malcolm,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Marxist-Leninist,O'Donnell,Dorothy-Jean,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Conservative,Strahl,Chuck,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Liberal,Sweeney,Myra,
59006,Delta--Richmond East,Delta--Richmond-Est,Conservative,Cummins,John,
59006,Delta--Richmond East,Delta--Richmond-Est,NDP,Jonsson,William,
59006,Delta--Richmond East,Delta--Richmond-Est,Green,Laflamme,Jean-Philippe,
59006,Delta--Richmond East,Delta--Richmond-Est,Liberal,Whittaker,Patricia,
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Marijuana Party,Banov,Dan,
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,NDP,Bocking,Mike,
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Liberal,Henry,Keith,
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Green,Hornsey,Robert,
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Conservative,Kamp,Randy,
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Independent,Knipstrom,Erin,
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Marxist-Leninist,Martin,Frank,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Western Block Party,Christie,Douglas,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Conservative,DeSouza,Troy,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,NDP,Garrison,Randall,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Liberal,Martin,Keith,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Canadian Action Party,Piney,David,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Green,Robinson,Mike,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,NDP,Bell,Barry,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Independent,Cook,Jack,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Conservative,Grewal,Nina,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Liberal,Locke,Brenda,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Green,McDonald,Duncan,
59010,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,NDP,Crawford,Michael,
59010,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Green,Greenwood,Matt G.,
59010,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Conservative,Hinton,Betty Zane,
59010,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Liberal,Sommerfeld,Ken,
59011,Kelowna--Lake Country,Kelowna--Lake Country,Conservative,Cannan,Ron,
59011,Kelowna--Lake Country,Kelowna--Lake Country,NDP,Hagglund,Kevin M.,
59011,Kelowna--Lake Country,Kelowna--Lake Country,Liberal,Nielsen,Vern,
59011,Kelowna--Lake Country,Kelowna--Lake Country,Green,Reid,Angela,
59011,Kelowna--Lake Country,Kelowna--Lake Country,Canadian Action Party,Thomson,David,
59012,Kootenay--Columbia,Kootenay--Columbia,Conservative,Abbott,Jim,
59012,Kootenay--Columbia,Kootenay--Columbia,Liberal,Burwell,Jhim,
59012,Kootenay--Columbia,Kootenay--Columbia,NDP,Bush,Brent,
59012,Kootenay--Columbia,Kootenay--Columbia,Canadian Action Party,Sima,Thomas Fredrick,
59012,Kootenay--Columbia,Kootenay--Columbia,Green,Verhoeven,Clements,
59013,Langley,Langley,Liberal,Brooks,Bill,
59013,Langley,Langley,NDP,Claypool,Angel,
59013,Langley,Langley,Green,Meyer,Patrick,
59013,Langley,Langley,Canadian Action Party,Sloan,Vicki Lee,
59013,Langley,Langley,Conservative,Warawa,Mark,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Marxist-Leninist,Biley,Barbara,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Canadian Action Party,Fisher-Bradley,Jen,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Conservative,Lunney,James,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Independent,Miller,R. L. Dusty,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Liberal,Stewart,Jim,
59014,Nanaimo--Alberni,Nanaimo--Alberni,NDP,Uppal,Manjeet,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Christian Heritage,Wagner,Frank,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Green,Wright,David,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,NDP,Crowder,Jean,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Marxist-Leninist,East,Jack,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Green,Henn,Harold,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Liberal,Scott,Brian,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Conservative,Sowden,Norm,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Canadian Action Party,Warr,Jeff,
59016,Newton--North Delta,Newton--Delta-Nord,Green,Athwal,Sunny,
59016,Newton--North Delta,Newton--Delta-Nord,NDP,Clegg,Nancy,
59016,Newton--North Delta,Newton--Delta-Nord,Communist,Daudharia,Harjit,
59016,Newton--North Delta,Newton--Delta-Nord,Liberal,Dhaliwal,Sukh,
59016,Newton--North Delta,Newton--Delta-Nord,Conservative,Eidsvik,Phil,
59016,Newton--North Delta,Newton--Delta-Nord,Independent,Girn,Rob,
59016,Newton--North Delta,Newton--Delta-Nord,Independent,Saifie,Mike,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Green,Biggs,Sven,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,NDP,Black,Dawn,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Independent,Estey,Dick,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Conservative,Forseth,Paul,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Liberal,Murray,Joyce,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Marxist-Leninist,Theriault,Joseph,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Independent,Warnett,Paul,
59018,Okanagan--Shuswap,Okanagan--Shuswap,NDP,Brown,Alice,
59018,Okanagan--Shuswap,Okanagan--Shuswap,No Affiliation,Campbell,Gordon,
59018,Okanagan--Shuswap,Okanagan--Shuswap,Liberal,Hansma,Will,
59018,Okanagan--Shuswap,Okanagan--Shuswap,Conservative,Mayes,Colin,
59018,Okanagan--Shuswap,Okanagan--Shuswap,Green,Naegel,Harry,
59018,Okanagan--Shuswap,Okanagan--Shuswap,Canadian Action Party,O'Grady,Neville,
59018,Okanagan--Shuswap,Okanagan--Shuswap,Independent,Seymour,Darren,
59019,North Vancouver,North Vancouver,Liberal,Bell,Don,
59019,North Vancouver,North Vancouver,Marxist-Leninist,Hill,Michael,
59019,North Vancouver,North Vancouver,NDP,Shaghaghi,Sherry,
59019,North Vancouver,North Vancouver,Conservative,Silver,Cindy,
59019,North Vancouver,North Vancouver,Green,Stephenson,Jim,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Green,Bowyer,Karan,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Conservative,Day,Stockwell,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,NDP,Harrop,John,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Liberal,Perry,David,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Libertarian,Dahlby,Lewis,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Green,Froom,Scott,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Liberal,Kingsbury,Jon,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Conservative,Moore,James,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,NDP,Sims,Mary Woo,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Independent,Watrich,Greg,
59022,Prince George--Peace River,Prince George--Peace River,Liberal,Bauder,Nathan,
59022,Prince George--Peace River,Prince George--Peace River,NDP,Crockett,Malcolm James,
59022,Prince George--Peace River,Prince George--Peace River,Green,Crowley,Hilary,
59022,Prince George--Peace River,Prince George--Peace River,Conservative,Hill,Jay,
59022,Prince George--Peace River,Prince George--Peace River,Independent,Young,Donna,
59023,Richmond,Richmond,Liberal,Chan,Raymond,
59023,Richmond,Richmond,Green,Mathias,Richard,
59023,Richmond,Richmond,Conservative,Reid,Darrel Robert,
59023,Richmond,Richmond,NDP,Smith,Neil,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,NDP,Burgis,Jennifer,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Green,Lewis,Andrew,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Conservative,Lunn,Gary Vincent,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Western Block Party,O'Brien,Patricia,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Liberal,Orr,Sheila,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Green,Brienesse,Phil,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,NDP,Cullen,Nathan,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Conservative,Scott,Mike,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Liberal,Stamp-Vincent,Gordon,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Christian Heritage,Taylor,Rod,
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,NDP,Atamanenko,Alex,
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Green,Leyland,Scott,
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Liberal,Profili,Bill,
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Marxist-Leninist,Sproule,Brian,
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Conservative,Zeisman,Derek,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Conservative,Hiebert,Russ,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Progressive Canadian Party,Marlatt,Brian,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Liberal,McMurtry,Jim,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Green,Rovtar,Pierre,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,NDP,Thornton,Libby,
59028,Surrey North,Surrey-Nord,Independent,Baloun,John,
59028,Surrey North,Surrey-Nord,Liberal,Kooner,Surjit,
59028,Surrey North,Surrey-Nord,Progressive Canadian Party,Langlands,Nikolas,
59028,Surrey North,Surrey-Nord,Conservative,Matta,David,
59028,Surrey North,Surrey-Nord,Christian Heritage,Pielak,Kevin,
59028,Surrey North,Surrey-Nord,NDP,Priddy,Penny,
59028,Surrey North,Surrey-Nord,Independent,Rivet,Nina,
59028,Surrey North,Surrey-Nord,Green,Whyte,Roy,
59029,Vancouver Centre,Vancouver-Centre,Marijuana Party,Campbell,Heathcliff Dionysus,
59029,Vancouver Centre,Vancouver-Centre,Libertarian,Clarke,John,
59029,Vancouver Centre,Vancouver-Centre,Green,Evans,Jared,
59029,Vancouver Centre,Vancouver-Centre,Conservative,Fogarassy,Tony,
59029,Vancouver Centre,Vancouver-Centre,Liberal,Fry,Hedy,
59029,Vancouver Centre,Vancouver-Centre,Christian Heritage,Pal,Joe,
59029,Vancouver Centre,Vancouver-Centre,NDP,Robinson,Svend,
59030,Vancouver East,Vancouver-Est,Canadian Action Party,Bartholomew,Bryce,
59030,Vancouver East,Vancouver-Est,NDP,Davies,Libby,
59030,Vancouver East,Vancouver-Est,Green,Ellis,Christine,
59030,Vancouver East,Vancouver-Est,Liberal,Haggard,David Carl,
59030,Vancouver East,Vancouver-Est,Conservative,Pagtakhan,Elizabeth M.,
59031,Vancouver Island North,Île de Vancouver-Nord,NDP,Bell,Catherine,
59031,Vancouver Island North,Île de Vancouver-Nord,Conservative,Duncan,John,
59031,Vancouver Island North,Île de Vancouver-Nord,Green,Mascall,Michael,
59031,Vancouver Island North,Île de Vancouver-Nord,Liberal,Mitchell,Jim,
59032,Vancouver Kingsway,Vancouver Kingsway,Communist,Cariou,Kimball,
59032,Vancouver Kingsway,Vancouver Kingsway,Liberal,Emerson,David,
59032,Vancouver Kingsway,Vancouver Kingsway,Canadian Action Party,Fogal,Connie,
59032,Vancouver Kingsway,Vancouver Kingsway,Libertarian,Kadioglu,Matt,
59032,Vancouver Kingsway,Vancouver Kingsway,Marxist-Leninist,Petersen,Donna,
59032,Vancouver Kingsway,Vancouver Kingsway,Green,Schortinghuis,Arno,
59032,Vancouver Kingsway,Vancouver Kingsway,NDP,Waddell,Ian,
59032,Vancouver Kingsway,Vancouver Kingsway,Conservative,Wong,Kanman,
59033,Vancouver Quadra,Vancouver Quadra,NDP,Askew,David,
59033,Vancouver Quadra,Vancouver Quadra,Marijuana Party,Boyer,Marc,
59033,Vancouver Quadra,Vancouver Quadra,Independent,Krawczyk,Betty,
59033,Vancouver Quadra,Vancouver Quadra,Liberal,Owen,Stephen,
59033,Vancouver Quadra,Vancouver Quadra,Conservative,Rogers,Stephen,
59033,Vancouver Quadra,Vancouver Quadra,Green,West,Ben,
59033,Vancouver Quadra,Vancouver Quadra,Marxist-Leninist,Young,Donovan,
59034,Vancouver South,Vancouver-Sud,Marxist-Leninist,Boylan,Charles,
59034,Vancouver South,Vancouver-Sud,Liberal,Dosanjh,Ujjal,
59034,Vancouver South,Vancouver-Sud,NDP,Meslo,Bev,
59034,Vancouver South,Vancouver-Sud,Green,Perry,Doug,
59034,Vancouver South,Vancouver-Sud,Conservative,Sablok,Tarlok,
59035,Victoria,Victoria,Independent,Andersen,Saul,
59035,Victoria,Victoria,Conservative,Baird,Robin,
59035,Victoria,Victoria,Western Block Party,Burnett,Bruce,
59035,Victoria,Victoria,Green,Lade,Ariel,
59035,Victoria,Victoria,Marijuana Party,Mallach,Fred,
59035,Victoria,Victoria,Liberal,Mulroney,David,
59035,Victoria,Victoria,NDP,Savoie,Denise,
59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Marxist-Leninist,Jamieson,Anne,
59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Conservative,Weston,John,
59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Liberal,Wilson,Blair,
59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,NDP,Wilson,Judith,
59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Green,Zimmermann,Silvaine,
60001,Yukon,Yukon,Liberal,Bagnell,Larry,
60001,Yukon,Yukon,NDP,Boyde,Pam,
60001,Yukon,Yukon,Conservative,Greetham,Sue,
60001,Yukon,Yukon,Green,LeBlond,Philippe,
61001,Western Arctic,Western Arctic,Green,Beaudin,Alexandre,
61001,Western Arctic,Western Arctic,NDP,Bevington,Dennis,
61001,Western Arctic,Western Arctic,Liberal,Blondin-Andrew,Ethel,
61001,Western Arctic,Western Arctic,Conservative,Edjericon,Richard,
61001,Western Arctic,Western Arctic,Independent,van der Veen,Jan H.,
62001,Nunavut,Nunavut,Conservative,Aglukark Sr.,David,
62001,Nunavut,Nunavut,Marijuana Party,deVries,D. Ed,
62001,Nunavut,Nunavut,Green,Kappi,Feliks,
62001,Nunavut,Nunavut,Liberal,Karetak-Lindell,Nancy,
62001,Nunavut,Nunavut,NDP,Riddell,Bill,
