district_code,district_name_english,district_name_french,party,candidate_last,candidate_first
59004,Cariboo--Prince George,Cariboo--Prince George,Liberal,Adamick,Drew
59004,Cariboo--Prince George,Cariboo--Prince George,NDP,Collins,Bev
59004,Cariboo--Prince George,Cariboo--Prince George,Independent,Gook,Douglas
59004,Cariboo--Prince George,Cariboo--Prince George,Conservative,Harris,Dick
59004,Cariboo--Prince George,Cariboo--Prince George,Green,Van Drielen,Amber
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,NDP,Kormendy,Helen
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Green,Lebeau,Barbara
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Christian Heritage,Ludwig,Harold J.
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Marxist-Leninist,O'Donnell,Dorothy-Jean
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Conservative,Strahl,Chuck
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Liberal,Sweeney,Myra
59006,Delta--Richmond East,Delta--Richmond-Est,NDP,Barna,Szilvia
59006,Delta--Richmond East,Delta--Richmond-Est,Conservative,Cummins,John
59006,Delta--Richmond East,Delta--Richmond-Est,Green,Laine,Matthew
59006,Delta--Richmond East,Delta--Richmond-Est,Liberal,Miller,Dana L.
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,NDP,Bocking,Mike
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Green,Gildersleeve,Mike
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Conservative,Kamp,Randy
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Libertarian,Monds,Jeff
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Independent,Nicholson,Evans
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Liberal,Olson,Dan
59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows--Maple Ridge--Mission,Independent,Richardson,Chum
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,NDP,Burgis,Jennifer
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Conservative,DeSouza,Troy
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Green,Gordon,Brian G.
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Liberal,Martin,Keith
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Independent,Ney,Philip G.
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Canadian Action,Rhodes,Brad
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,NDP,Fernando,Nao
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Conservative,Grewal,Nina
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Liberal,Locke,Brenda
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Green,Newbold,Brian
59010,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Green,Cavers,Donovan Grube
59010,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,NDP,Crawford,Michael
59010,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Conservative,McLeod,Cathy
59010,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Liberal,Sommerfeld,Ken
59011,Kelowna--Lake Country,Kelowna--Lake Country,Liberal,Cabott,Diana
59011,Kelowna--Lake Country,Kelowna--Lake Country,Conservative,Cannan,Ron
59011,Kelowna--Lake Country,Kelowna--Lake Country,Communist,Haley,Mark
59011,Kelowna--Lake Country,Kelowna--Lake Country,NDP,Lakes,Tish
59011,Kelowna--Lake Country,Kelowna--Lake Country,Green,Reid,Angela
59012,Kootenay--Columbia,Kootenay--Columbia,Conservative,Abbott,Jim
59012,Kootenay--Columbia,Kootenay--Columbia,Liberal,Aitchison,Betty
59012,Kootenay--Columbia,Kootenay--Columbia,Green,Moore,Ralph
59012,Kootenay--Columbia,Kootenay--Columbia,NDP,Pendleton,Leon R.
59013,Langley,Langley,NDP,Claxton,Andrew
59013,Langley,Langley,Liberal,Gray,Jake
59013,Langley,Langley,Christian Heritage,Gray,Ron
59013,Langley,Langley,Green,Meyer,Patrick
59013,Langley,Langley,Conservative,Warawa,Mark
59014,Nanaimo--Alberni,Nanaimo--Alberni,Marxist-Leninist,Biley,Barbara
59014,Nanaimo--Alberni,Nanaimo--Alberni,Green,Fryer,John
59014,Nanaimo--Alberni,Nanaimo--Alberni,Conservative,Lunney,James
59014,Nanaimo--Alberni,Nanaimo--Alberni,NDP,Maartman,Zeni
59014,Nanaimo--Alberni,Nanaimo--Alberni,Liberal,Pesik,Richard
59014,Nanaimo--Alberni,Nanaimo--Alberni,Christian Heritage,Wagner,Frank
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,NDP,Crowder,Jean
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Marxist-Leninist,East,Jack
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Conservative,Elley,Reed
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Green,Knighton,Christina
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Liberal,Scott,Brian
59016,Newton--North Delta,Newton--Delta-Nord,Communist,Daudharia,Harjit
59016,Newton--North Delta,Newton--Delta-Nord,Liberal,Dhaliwal,Sukh
59016,Newton--North Delta,Newton--Delta-Nord,Independent,Miller-Cousineau,James William
59016,Newton--North Delta,Newton--Delta-Nord,Conservative,Pandher,Sandeep
59016,Newton--North Delta,Newton--Delta-Nord,Independent,Shavluk,John
59016,Newton--North Delta,Newton--Delta-Nord,NDP,Townsley,Teresa
59016,Newton--North Delta,Newton--Delta-Nord,Green,Walker,Liz
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,NDP,Black,Dawn
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Libertarian,Dahlby,Lewis C.
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Liberal,Hassen,Michelle
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Conservative,Martin,Yonah
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Green,Smith,Marshall
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Marxist-Leninist,Verrier,Roland
59018,Okanagan--Shuswap,Okanagan--Shuswap,Green,Allen,Huguette
59018,Okanagan--Shuswap,Okanagan--Shuswap,NDP,Brown,Alice
59018,Okanagan--Shuswap,Okanagan--Shuswap,No Affiliation,Campbell,Gordie
59018,Okanagan--Shuswap,Okanagan--Shuswap,Liberal,Francis,Janna
59018,Okanagan--Shuswap,Okanagan--Shuswap,Conservative,Mayes,Colin
59018,Okanagan--Shuswap,Okanagan--Shuswap,Canadian Action,Seymour,Darren
59019,North Vancouver,North Vancouver,Libertarian,Audain,Tunya
59019,North Vancouver,North Vancouver,Liberal,Bell,Don
59019,North Vancouver,North Vancouver,NDP,Charrois,Michael
59019,North Vancouver,North Vancouver,Conservative,Saxton,Andrew
59019,North Vancouver,North Vancouver,Green,Stephenson,Jim
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Green,Bouchard,Dan
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Conservative,Day,Stockwell
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Liberal,Hallford,Valerie
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,NDP,Poynting,Ralph
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Green,Brindamour,Rod
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Libertarian,Gillespie,Rob
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Liberal,McKinnon,Ron
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Conservative,Moore,James
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,NDP,Royer,Zoë
59022,Prince George--Peace River,Prince George--Peace River,NDP,Bekkering,Betty
59022,Prince George--Peace River,Prince George--Peace River,Green,Crowley,Hilary
59022,Prince George--Peace River,Prince George--Peace River,Liberal,Gidney,Lindsay
59022,Prince George--Peace River,Prince George--Peace River,Conservative,Hill,Jay
59023,Richmond,Richmond,Liberal,Chan,Raymond
59023,Richmond,Richmond,Independent,Chen,Wei Ping
59023,Richmond,Richmond,NDP,Jackaman,Dale
59023,Richmond,Richmond,Independent,To,Dobie Yiu-Chung
59023,Richmond,Richmond,Green,Wolfe,Michael Anthony
59023,Richmond,Richmond,Conservative,Wong,Alice
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Canadian Action,Arney,Jeremy
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Libertarian,Leier,Dale P.
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Green,Lewis,Andrew
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Conservative,Lunn,Gary
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Christian Heritage,Moreau,Dan
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Western Block,O'Brien,Patricia
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Liberal,Penn,Briony
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,NDP,West,Julian
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Green,Arendt,Hondo
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,NDP,Cullen,Nathan
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Canadian Action,Goodacre,Mary-Etta
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Liberal,Morhart,Corinna
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Conservative,Smith,Sharon
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Christian Heritage,Taylor,Rod
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,NDP,Atamanenko,Alex
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Liberal,Jagpal,Brenda
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Green,Morel,Andy
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Marxist-Leninist,Sproule,Brian
59026,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Conservative,Zandee,Rob
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Green,Blair,David
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Conservative,Hiebert,Russ
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Liberal,Higginbotham,Judy
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Progressive Canadian,Marlatt,Brian
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,NDP,Prontzos,Peter
59028,Surrey North,Surrey-Nord,NDP,Arab,Rachid
59028,Surrey North,Surrey-Nord,Conservative,Cadman,Dona
59028,Surrey North,Surrey-Nord,Canadian Action,Frank,Psam
59028,Surrey North,Surrey-Nord,Libertarian,Joehl,Alex
59028,Surrey North,Surrey-Nord,Green,Kashagama,Dan
59028,Surrey North,Surrey-Nord,Independent,Keenan,Bernadette
59028,Surrey North,Surrey-Nord,Progressive Canadian,Langlands,Nikolas
59028,Surrey North,Surrey-Nord,Liberal,Muhammad,Marc
59028,Surrey North,Surrey-Nord,Christian Heritage,Pielak,Kevin
59029,Vancouver Centre,Vancouver-Centre,NDP,Byers,Michael
59029,Vancouver Centre,Vancouver-Centre,Green,Carr,Adriane
59029,Vancouver Centre,Vancouver-Centre,Libertarian,Clarke,John
59029,Vancouver Centre,Vancouver-Centre,Liberal,Fry,Hedy
59029,Vancouver Centre,Vancouver-Centre,Marxist-Leninist,Hill,Michael
59029,Vancouver Centre,Vancouver-Centre,Conservative,Mayencourt,Lorne
59030,Vancouver East,Vancouver-Est,Green,Carr,Mike
59030,Vancouver East,Vancouver-Est,NDP,Davies,Libby
59030,Vancouver East,Vancouver-Est,Marxist-Leninist,Jamieson,Anne
59030,Vancouver East,Vancouver-Est,Work Less,Krawczyk,Betty
59030,Vancouver East,Vancouver-Est,Liberal,Low,Ken
59030,Vancouver East,Vancouver-Est,Conservative,Warawa,Ryan
59031,Vancouver Island North,Île de Vancouver-Nord,NDP,Bell,Catherine
59031,Vancouver Island North,Île de Vancouver-Nord,Independent,Draper,Jason
59031,Vancouver Island North,Île de Vancouver-Nord,Conservative,Duncan,John
59031,Vancouver Island North,Île de Vancouver-Nord,Liberal,Fleischer,Geoff
59031,Vancouver Island North,Île de Vancouver-Nord,Green,Stone,Philip
59032,Vancouver Kingsway,Vancouver Kingsway,Communist,Cariou,Kimball
59032,Vancouver Kingsway,Vancouver Kingsway,NDP,Davies,Don
59032,Vancouver Kingsway,Vancouver Kingsway,Libertarian,Kadioglu,Matt
59032,Vancouver Kingsway,Vancouver Kingsway,Marxist-Leninist,Petersen,Donna
59032,Vancouver Kingsway,Vancouver Kingsway,Conservative,Rayek,Salomon
59032,Vancouver Kingsway,Vancouver Kingsway,Green,Warkentin,Doug
59032,Vancouver Kingsway,Vancouver Kingsway,Liberal,Yuan,Wendy
59033,Vancouver Quadra,Vancouver Quadra,Libertarian,Barens,Norris
59033,Vancouver Quadra,Vancouver Quadra,NDP,Caplan,David
59033,Vancouver Quadra,Vancouver Quadra,Green,Grice,Dan
59033,Vancouver Quadra,Vancouver Quadra,Conservative,Meredith,Deborah
59033,Vancouver Quadra,Vancouver Quadra,Liberal,Murray,Joyce
59034,Vancouver South,Vancouver-Sud,Marxist-Leninist,Boylan,Charles
59034,Vancouver South,Vancouver-Sud,NDP,Chambers,Ann
59034,Vancouver South,Vancouver-Sud,Liberal,Dosanjh,Ujjal
59034,Vancouver South,Vancouver-Sud,Green,Gulyas,Csaba
59034,Vancouver South,Vancouver-Sud,Conservative,Young,Wai
59035,Victoria,Victoria,Christian Heritage,Cooper,John
59035,Victoria,Victoria,Conservative,McClintock,Jack
59035,Victoria,Victoria,Liberal,Park Shannon,Anne
59035,Victoria,Victoria,Green,Saab,Adam
59035,Victoria,Victoria,NDP,Savoie,Denise
59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,NDP,Forst,Bill
59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Liberal,Sutherland,Ian
59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Conservative,Weston,John
59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Green,Wilson,Blair
60001,Yukon,Yukon,Liberal,Bagnell,Larry
60001,Yukon,Yukon,NDP,Bolton,Ken
60001,Yukon,Yukon,Conservative,Pasloski,Darrell
60001,Yukon,Yukon,Green,Streicker,John
61001,Western Arctic,Western Arctic,Conservative,Bell,Brendan
61001,Western Arctic,Western Arctic,NDP,Bevington,Dennis
61001,Western Arctic,Western Arctic,Green,Gamble,Sam
61001,Western Arctic,Western Arctic,Liberal,Mackenzie-Scott,Gabrielle
61001,Western Arctic,Western Arctic,First Peoples National,Villebrun,Noeline
62001,Nunavut,Nunavut,Conservative,Aglukkaq,Leona
62001,Nunavut,Nunavut,Liberal,Ejesiak,Kirt Kootoo
62001,Nunavut,Nunavut,NDP,Irngaut,Paul
62001,Nunavut,Nunavut,Green,Ittinuar,Peter
